        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section             | UI                    |   N/A    | 00000018 | 7C4754C3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000078B2 | 370AD32E | ------- 668706B2-BCFC-4AD4-A185-75E79F3FE169 | NvmeDynamicSetup
 Section             | DXE dependency        |   N/A    | 0000005E | C04A90AA | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00007804 | 64EA37B1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | FF9A6656 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000166E | FD2777A3 | ------- 0A845224-8675-4241-8AE9-4D94C93DEB90 | PauseKey
 Section             | DXE dependency        |   N/A    | 0000004C | B26562FB | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000015E4 | FFADEBCF | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 6DCFC9A3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000A3E | ED6166EE | ------- 10B7F979-741C-467E-8764-8DD50D8AD6C5 | SdioInt13
 Section             | DXE dependency        |   N/A    | 0000003A | 65A34935 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000009C4 | B712BABE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 07A158CC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001986 | A69EEE80 | ------- D4395796-6F4C-4C6B-B9D1-92DAA7199A84 | AmiRedFishApi
 Section             | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001904 | A818BD62 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000020 | 66E1837D | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000150E | 361DD413 | ------- 95ECB758-627E-4A2E-B7B8-DC863EFE3425 | AmiDeviceGuardApi
 Section             | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001484 | FDCA5C43 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000028 | 8A037871 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000A77E | D073FAF4 | ------- B13EDD38-684C-41ED-A305-D7B7E32497DF | Smbios
 Section             | DXE dependency        |   N/A    | 0000005E | C749C587 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000A6E4 | 333D63E3 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 4C808792 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000033B2 | 663F41D8 | ------- CEF68C66-06AB-4FB3-A3ED-5FFA885B5725 | SmbiosBoard
 Section             | DXE dependency        |   N/A    | 0000004C | D607688C | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00003324 | E27BFFEB | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | EE383B7C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000ACE | E5B3CEA4 | ------- DED7956D-7E20-4F20-91A1-190439B04D5B | SmbiosGetFlashData
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000A64 | 4BAA0D75 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | E3DDE71E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000D22 | C8784972 | ------- 50F6096D-7C98-4C78-9A1D-C5A1833B6A88 | AmiTcgNvflagSample
 Section             | DXE dependency        |   N/A    | 0000004C | 202795C0 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000C84 | 11BFE2A3 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | 587E7EB5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007C96 | 37796E78 | ------- A29A63E3-E4E7-495F-8A6A-07738300CBB3 | AmiTcgPlatformDxe
 Section             | DXE dependency        |   N/A    | 00000082 | 3E77A323 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00007BC4 | 0AE878D5 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000028 | 7D9962C8 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000008DA | DD020192 | ------- 2688B232-9C02-4C12-BE1F-857C0FF2AAE3 | TcgDxeplatform
 Section             | DXE dependency        |   N/A    | 0000004C | 9CA1DBE5 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000844 | FB91F15F | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | E953F0D7 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000010BE | 5E41FF41 | ------- 858EBE6F-360F-415B-B7DC-463AAEB03412 | TcgLegacy
 Section             | DXE dependency        |   N/A    | 0000003A | 997541CA | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001044 | D13815CE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | F6D6CCCA | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000FFA2 | 0177FFD1 | ------- 0718AD81-F26A-4850-A6EC-F268E309D707 | Tpm20PlatformDxe
 Section             | DXE dependency        |   N/A    | 00000070 | E1BBA54C | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000FEE4 | 07C50F1A | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | A322D64C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000118E | 381E6E74 | ------- 4C8BDF60-2085-4577-8A46-96CB180967BC | Tpm20Acpi
 Section             | DXE dependency        |   N/A    | 0000004C | B56844E5 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001104 | 3FA97B13 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 96516F05 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000019A2 | BCCF2F06 | ------- 077A3100-1667-45FA-B98C-37651B5073EE | TpmSmbiosDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001944 | C0E6876B | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 30782CC3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001202 | 2689E9FE | ------- D27FED59-ABB4-4FED-BEAD-2A878C7E4A7E | SmbiosMeasurementDxe
 Section             | DXE dependency        |   N/A    | 00000028 | 0C46E763 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001184 | 65BBB304 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002E | 308AA182 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000078A | 5B8D96CD | ------- ADD70A4D-1067-4FA3-A669-94C82877F106 | TpmNvmeSupport
 Section             | DXE dependency        |   N/A    | 0000003A | 55703808 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000704 | B53BFFAC | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | 23FC64E4 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000FF6 | 950D4E9F | ------- 0135229A-EBB5-4A21-957D-1D20057CF752 | TCMDXE
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000FA4 | BBF4FC35 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | C8579A06 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000BB32 | 2C2104BD | ------- 7D6DF4FD-3650-4E77-BF3A-84DC988A025C | TcgStorageSecurity
 Section             | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000BAA4 | C9519C32 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | 3891FC3F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006D62 | 32F7ADE5 | ------- A3AD355A-13D0-4DCF-9C21-3D2C5F1BAD5F | FboGroupForm
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00006D04 | B5D63FD9 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 04FF5F0A | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000B0D6 | 21DB532D | ------- 1A1E4886-9517-440E-9FDE-3BE44CEE2136 | CpuDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000B084 | DAF7CC50 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 7425809A | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000BB2 | 7A620A1E | ------- 4D2E57EE-0E3F-44DD-93C4-D3B57E96945D | CpuS3DataDxe
 Section             | DXE dependency        |   N/A    | 00000028 | 5DD142BE | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000B44 | C557C45A | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | F6784AA5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000B12 | 13FCCA9F | ------- 1310BA34-D7B4-4A80-A645-8C0417C6AA55 | AmiMemoryInfoConfig
 Section             | DXE dependency        |   N/A    | 0000003A | 263F3E80 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000A84 | 54B5C9CC | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002C | 5A2DDC86 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001A7A | 1A7C2A79 | ------- 42857F0A-13F2-4B21-8A23-53D3F714B840 | CapsuleRuntimeDxe
 Section             | DXE dependency        |   N/A    | 00000028 | E91AF10E | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001A04 | 1F5752A0 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000028 | E6C4F29F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001C5E | D7CB4585 | ------- B601F8C4-43B7-4784-95B1-F4226CB40CEE | RuntimeDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001C04 | 2960F93B | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 6676D6C5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000387E | 6803CE81 | ------- 2FA2A6DA-11D5-4DC3-999A-749648B03C56 | PiSmmIpl
 Section             | DXE dependency        |   N/A    | 0000003A | F7BE7FA7 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00003804 | 2844C7DF | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | AB7D286C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00003476 | 777EE6B8 | ------- E23F86E1-056E-4888-B685-CFCD67C179D4 | SbRun
 Section             | DXE dependency        |   N/A    | 0000003A | 01A82EE2 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00003404 | 3330A2F2 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000010 | AA56D44A | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000225E | 751C18A8 | ------- A0BAD9F7-AB78-491B-B583-C52B7F84B9E0 | SmmControl
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002204 | AB09A2A6 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 8D6DFBA5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001A72 | DB9B279C | ------- 4B28E4C7-FF36-4E10-93CF-A82159E777C5 | ResetSystemRuntimeDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001A04 | AC1C032B | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000030 | 610E4DCC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000EA5A | B72EAADB | ------- 77EB6C06-FD48-488B-A1B3-AE0A70801369 | CryptoDXE
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000EA04 | 6B744949 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 909F0B0B | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000206E | 758CCADE | ------- 755877A6-4F10-4A5C-9B2E-852123B9682C | FlashSmiDxe
 Section             | DXE dependency        |   N/A    | 00000028 | 5D191A96 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002004 | 6171F3EE | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | 024093F6 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 4C4F5494 | -------- Version section
 File                | DXE driver            |   N/A    | 00001092 | 9676B6B2 | ------- BB8C2CF3-A5E3-49EF-941B-4A01FAC6FD5F | SmiFlashDxe
 Section             | DXE dependency        |   N/A    | 0000004C | 4BE7D4C7 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001004 | C968B09C | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | 1C86B94C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00005A46 | 9E3B116A | ------- 628A497D-2BF6-4264-8741-069DBD3399D6 | ConSplitter
 Section             | PE32 image            |   N/A    | 00005A04 | 83C4DD65 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | BCA94075 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File                | DXE driver            |   N/A    | 00003A2E | 92602622 | ------- 43E7ABDD-E352-4CFB-A230-4CDC1D350E5C | GraphicsConsole
 Section             | PE32 image            |   N/A    | 000039E4 | 0E1D24C1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000024 | C6130D5A | -------- UI section
 Section             | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File                | DXE driver            |   N/A    | 00001EE2 | BEE7B1AA | ------- 6B38F7B4-AD98-40E9-9093-ACA2B5A253C4 | DiskIoDxe
 Section             | PE32 image            |   N/A    | 00001EA4 | 6D217D32 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 528EA2A1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00003B8A | 87EFE9C4 | ------- 1FA1F39E-FEFF-4AAE-BD7B-38A070A3B609 | PartitionDxe
 Section             | PE32 image            |   N/A    | 00003B44 | F46EF35F | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 06398EBA | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000020D6 | 25593D8D | ------- 5D744BC4-CA94-4F8A-9C50-EBC2A107303E | SerialIoUartDriver
 Section             | PE32 image            |   N/A    | 00002084 | 7724F4CC | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | D5F70E03 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000030B2 | 6A5138D1 | ------- 53E65F94-B418-4541-9A12-18839A56B427 | Thc
 Section             | DXE dependency        |   N/A    | 000000DC | 43AA75E3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002FA4 | D3A3EE1C | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000000C | 84D0A436 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000030CA | A73B0781 | ------- 5E5CF20F-B63F-11E1-835E-386077F11E9D | I2cTouchPanelDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00003064 | D47F6804 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | 1D7FDED1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000A6E | 7E4A847A | ------- 3DC5DC4A-824A-44C5-89D0-D4547191E3F4 | RstOneClickEnable
 Section             | DXE dependency        |   N/A    | 000000DC | 43AA75E3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000944 | 5C8E5A59 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000028 | 430B3E2A | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000B96 | 7D16CCCC | ------- 12A5DC4A-88AA-89DA-89D0-D4547191E3F4 | RstUefiDriverSupport
 Section             | DXE dependency        |   N/A    | 000000DC | 43AA75E3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000A64 | EC1579E5 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002E | B5A63909 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000A206 | 12812E45 | ------- 42CF2D4A-78B4-4B80-80F9-96A83A630D70 | UsbDeviceDxe
 Section             | DXE dependency        |   N/A    | 000000DC | 43AA75E3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000A0E4 | 241DFBD7 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 589E56B1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00008532 | DF6F220F | ------- 8F5A2E02-538C-4D59-B920-C4786ACBC552 | Ahci
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000084E4 | 72C52D2A | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000000E | 7FB95623 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000204E | 2C261506 | ------- 0C989D41-F4B4-4244-9D7F-E9FFB4163273 | FastBootOption
 Section             | PE32 image            |   N/A    | 00002004 | 1F569E3B | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | 02D8825D | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006F86 | 86B6F88A | ------- 8EEF9AD2-463E-425F-A4FE-2F6783D6F97E | GenericSio
 Section             | PE32 image            |   N/A    | 00006F44 | ADDE364B | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | DA5A2ABF | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00014E5E | 29BF6095 | ------- 3C1DE39F-D207-408A-AACC-731CFB7F1DD7 | PciBus
 Section             | PE32 image            |   N/A    | 00014E24 | F83F7DD9 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 2761D55D | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00004F1A | A975E6A7 | ------- 5FECEF6B-5FA4-4570-8163-0CF72A9C04C5 | Ps2Main
 Section             | DXE dependency        |   N/A    | 000000DC | 43AA75E3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00004E04 | 22686302 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 6743AAF6 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000343E | A21DA4F5 | ------- 529D3F93-E8E9-4E73-B1E1-BDF6A9D50113 | ArpDxe
 Section             | PE32 image            |   N/A    | 00003404 | D758CD8C | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 9F5911EC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000070BE | 87C62CA6 | ------- 025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A | MnpDxe
 Section             | PE32 image            |   N/A    | 00007084 | 3F888541 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | BCBE20BC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00177A9E | 64DF39ED | ------- 3ACEB0C0-3C72-11E4-9A56-74D435052646 | TlsDxe
 Section             | PE32 image            |   N/A    | 00177A64 | 707DD209 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 7356C60C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000C35E | E9E12347 | ------- 1A7E4468-2F55-4A56-903C-01265EB7622B | TcpDxe
 Section             | PE32 image            |   N/A    | 0000C324 | 95F3B97D | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | EAF5E27E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000FA8A | 7916E022 | ------- B95E9FDA-26DE-48D2-8807-1F9107AC5E3A | UefiPxeBcDxe
 Section             | PE32 image            |   N/A    | 0000FA44 | 42704620 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 7426BBE3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000E1FA | E24BE4B5 | ------- ECEBCB00-D9C8-11E4-AF3D-8CDCD426C973 | HttpBootDxe
 Section             | Raw                   |   N/A    | 00000034 | F6A0A14C | -------- Raw section
 Section             | PE32 image            |   N/A    | 0000E184 | 14FEA862 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | 0DCAB70E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000579E | A685E643 | ------- A2F436EA-A127-4EF8-957C-8048606FF670 | SnpDxe
 Section             | PE32 image            |   N/A    | 00005764 | 73ABCA19 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 11974950 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000967E | 03C0BC5B | ------- 2366C20F-E15A-11E3-8BF1-E4115B28BC50 | HttpDxe
 Section             | PE32 image            |   N/A    | 00009644 | 7229BDD2 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 7BF48072 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000A19E | 455768F9 | ------- B219E140-DFFC-11E3-B956-0022681E6906 | DnsDxe
 Section             | PE32 image            |   N/A    | 0000A164 | 3528E77F | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | F9DF64FF | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000110A | FFB5EFC4 | ------- 22EA234F-E72A-11E4-91F9-28D2447C4829 | HttpUtilitiesDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000010A4 | D7716ECF | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | 69BE629E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000082E2 | 146D0125 | ------- 94734718-0BBC-47FB-96A5-EE7A5AE6A2AD | Dhcp4Dxe
 Section             | PE32 image            |   N/A    | 000082A4 | 1CF7EF12 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 5620EFF1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00010A32 | 5807E60D | ------- 9FB1A1F3-3B71-4324-B39A-745CBB015FFF | Ip4Dxe
 Section             | Raw                   |   N/A    | 00000034 | 3FC5F357 | -------- Raw section
 Section             | PE32 image            |   N/A    | 000109C4 | BA083DC0 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | D76A369F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000075C2 | 26FD0958 | ------- DC3641B8-2FA8-4ED3-BC1F-F9962A03454B | Mtftp4Dxe
 Section             | PE32 image            |   N/A    | 00007584 | 3AA87AC1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 1316C69E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006F9E | 2C1B4B69 | ------- 6D6963AB-906D-4A65-A7CA-BD40E5D6AF2B | Udp4Dxe
 Section             | PE32 image            |   N/A    | 00006F64 | 66CC66F1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 667C5C7C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00017572 | 19D37EB1 | ------- 5BEDB5CC-D830-4EB2-8742-2D4CC9B54F2C | Ip6Dxe
 Section             | Raw                   |   N/A    | 00000034 | 617D1C26 | -------- Raw section
 Section             | PE32 image            |   N/A    | 00017504 | 058F52BB | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | D39FE6A2 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006D9E | 61812AF1 | ------- D912C7BC-F098-4367-92BA-E911083C7B0E | Udp6Dxe
 Section             | PE32 image            |   N/A    | 00006D64 | 6227EF7A | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 62898C41 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007E02 | 1B67EA84 | ------- 95E3669D-34BE-4775-A651-7EA41B69D89E | Dhcp6Dxe
 Section             | PE32 image            |   N/A    | 00007DC4 | 77C55EB1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 52D53FCC | -------- UI section
